path,class,original_split,hash,clean_split
data/Training/glioma/Tr-gl_450.jpg,glioma,Training,868e1cf9c2f7a892762c026cf5ed5f1f,val
data/Training/glioma/Tr-gl_224.jpg,glioma,Training,dce226e9ac9ff58847e1be3efaae8e64,train
data/Training/glioma/Tr-gl_33.jpg,glioma,Training,672d9fced922fb2641792536b4efcfb5,train
data/Training/glioma/Tr-gl_677.jpg,glioma,Training,f7411a359d59b5a346e465704184a9d2,test
data/Training/glioma/Tr-gl_1083.jpg,glioma,Training,5134f3a19edb84c450e74242fa45cc2f,train
data/Training/glioma/Tr-gl_1029.jpg,glioma,Training,bee359ea4d6e7bfb72cf1e24307c3f6b,val
data/Training/glioma/Tr-gl_281.jpg,glioma,Training,29fb6344cffe194a97002a00c67d82e9,train
data/Training/glioma/Tr-gl_928.jpg,glioma,Training,4b940716ff9266d3c24a6387dc18c531,train
data/Training/glioma/Tr-gl_1228.jpg,glioma,Training,ba157a160e8034a11e432253a27d0bc2,test
data/Training/glioma/Tr-gl_1369.jpg,glioma,Training,0702639f65505176d2392029e91036b1,train
data/Training/glioma/Tr-gl_739.jpg,glioma,Training,b68d74631eccb114f0408916252aba95,train
data/Training/glioma/Tr-gl_984.jpg,glioma,Training,1b0686f1d534fcd25073c25a97155510,test
data/Training/glioma/Tr-gl_1156.jpg,glioma,Training,f86f127862e8232a1f276a5d4e399b11,train
data/Training/glioma/Tr-gl_411.jpg,glioma,Training,a626f45fb3608f37ba49a412f2cf668e,train
data/Training/glioma/Tr-gl_1306.jpg,glioma,Training,c4d09f486bb315548f0867e6748d0ece,train
data/Training/glioma/Tr-gl_1031.jpg,glioma,Training,b97ce25bfccdd7f21426d538ea486cf5,train
data/Training/glioma/Tr-gl_1172.jpg,glioma,Training,8e96e62b61ec311f753cbf84e7af09ff,train
data/Training/glioma/Tr-gl_13.jpg,glioma,Training,c75a99282c6561bfc2375838d3ff87d6,val
data/Training/glioma/Tr-gl_222.jpg,glioma,Training,dc03245580a2971e1c538133243bb839,val
data/Training/glioma/Tr-gl_282.jpg,glioma,Training,773fafb4b069ecffa9069ad454c1b742,val
data/Training/glioma/Tr-gl_93.jpg,glioma,Training,ea67f0fed645af2c9c30a1c7c6145bf0,train
data/Training/glioma/Tr-gl_1400.jpg,glioma,Training,921ad7dd102eb36e974b9f54034e15fa,train
data/Training/glioma/Tr-gl_668.jpg,glioma,Training,0ad45157a9825c38b6360edde5c9bb47,train
data/Training/glioma/Tr-gl_461.jpg,glioma,Training,1573315680c694992a08c8b682aecb9f,train
data/Training/glioma/Tr-gl_210.jpg,glioma,Training,824c9ad70e81c7f22388147f0b6f6a9e,train
data/Training/glioma/Tr-gl_36.jpg,glioma,Training,37ae69bd1e01ff098c0c778655e23208,val
data/Training/glioma/Tr-gl_495.jpg,glioma,Training,a902e08efba2222689c50d47a52aa602,train
data/Training/glioma/Tr-gl_685.jpg,glioma,Training,f3b2d5414ab865abe927878166b5cedf,train
data/Training/glioma/Tr-gl_266.jpg,glioma,Training,0497de1102ab6a0eff55e69d0102d937,train
data/Training/glioma/Tr-gl_155.jpg,glioma,Training,0cabe731b954062c03bd257517477026,test
data/Training/glioma/Tr-gl_1195.jpg,glioma,Training,d44dd76e27cc77f8d2ef1c3dda34393e,train
data/Training/glioma/Tr-gl_1204.jpg,glioma,Training,30662e869360c0982ca3dbfcc6c4c977,val
data/Training/glioma/Tr-gl_208.jpg,glioma,Training,beb3c97b16c2e8f39eeb8b3199475f84,val
data/Training/glioma/Tr-gl_491.jpg,glioma,Training,d8b35e09ba112639e0bf90297d359e70,test
data/Training/glioma/Tr-gl_585.jpg,glioma,Training,9625b4f65df7e20c471aa7a0287623fc,val
data/Training/glioma/Tr-gl_664.jpg,glioma,Training,81e9fc06819cbb7248933c472b802280,test
data/Training/glioma/Tr-gl_1017.jpg,glioma,Training,8a3cdc6cc01bd40723b949aa0c1efed9,train
data/Training/glioma/Tr-gl_895.jpg,glioma,Training,fa725ea785f635383555736361175fe7,train
data/Training/glioma/Tr-gl_762.jpg,glioma,Training,64c550d5945cbf07df361c97441bb349,train
data/Training/glioma/Tr-gl_291.jpg,glioma,Training,6400780dc4354d9741e617580e68e883,val
data/Training/glioma/Tr-gl_591.jpg,glioma,Training,80b9d4b9bebd5a65729c6765288e3bbc,train
data/Training/glioma/Tr-gl_152.jpg,glioma,Training,3de6ae9714aa2f99aecd051e0d1a15e3,train
data/Training/glioma/Tr-gl_26.jpg,glioma,Training,c6d79ff1ed6783f79b029dfa96d64389,train
data/Training/glioma/Tr-gl_1124.jpg,glioma,Training,fff92119a7316ca2e06dc7acd30e6a30,train
data/Training/glioma/Tr-gl_292.jpg,glioma,Training,464be8c40c607ab45ec79c9a57fc96c7,train
data/Training/glioma/Tr-gl_1237.jpg,glioma,Training,1cb6827c27dc1d49ed246b768d2de83b,test
data/Training/glioma/Tr-gl_1167.jpg,glioma,Training,e0450c41f98d2a38895bad6d598dc7f0,test
data/Training/glioma/Tr-gl_45.jpg,glioma,Training,00fc27e7b228658a16307ff0802e4511,train
data/Training/glioma/Tr-gl_975.jpg,glioma,Training,e758d36d7b386ebf8e89cffa61d31810,train
data/Training/glioma/Tr-gl_1279.jpg,glioma,Training,ddfe8c58f26a41f7dbb62a17de85944c,train
data/Training/glioma/Tr-gl_486.jpg,glioma,Training,c9e5ae4e713a16ec6fec70abdb0a8727,test
data/Training/glioma/Tr-gl_1245.jpg,glioma,Training,6abe7dd9649dbbb06a849db1e63e77b4,train
data/Training/glioma/Tr-gl_464.jpg,glioma,Training,f89db17e42333d0a882c714d60603f1b,train
data/Training/glioma/Tr-gl_248.jpg,glioma,Training,55bd8ad0b52b0c76f7d39db2f6fd842a,test
data/Training/glioma/Tr-gl_840.jpg,glioma,Training,c721f9a37840cb46e868280584ded160,val
data/Training/glioma/Tr-gl_757.jpg,glioma,Training,a9247e48978a94a56cf5e447f5a0a584,val
data/Training/glioma/Tr-gl_737.jpg,glioma,Training,7cfac01181875d27050a700d8fcf380c,test
data/Training/glioma/Tr-gl_312.jpg,glioma,Training,0d0741f4afc31e6f1d9772e766e01ad6,test
data/Training/glioma/Tr-gl_370.jpg,glioma,Training,0f5116223b6ef790999852cb41ae38a3,train
data/Training/glioma/Tr-gl_1102.jpg,glioma,Training,412254ac9f69feafe239fae88dc51ab7,train
data/Training/glioma/Tr-gl_257.jpg,glioma,Training,f70cf7c0fcd9d0657cc0b15d9fb1a42f,test
data/Training/glioma/Tr-gl_792.jpg,glioma,Training,8e031b000cd14ea84b1daee88c91c4d7,test
data/Training/glioma/Tr-gl_445.jpg,glioma,Training,344c99914b844888bab5af0c6b5d8b21,train
data/Training/glioma/Tr-gl_915.jpg,glioma,Training,634c5eef3911de38531339058583e404,val
data/Training/glioma/Tr-gl_1106.jpg,glioma,Training,2aacf3fac40c57e0de3fa8d1739e43bf,train
data/Training/glioma/Tr-gl_953.jpg,glioma,Training,b68373b2c77116e5528d997a0f9a014a,val
data/Training/glioma/Tr-gl_352.jpg,glioma,Training,a294924aa8ce485db06c12f92ba9518b,train
data/Training/glioma/Tr-gl_320.jpg,glioma,Training,28b3a5c367e93ba9e80b2faf773f2f41,train
data/Training/glioma/Tr-gl_531.jpg,glioma,Training,160cd905d76540d903678fdfb84c44da,train
data/Training/glioma/Tr-gl_263.jpg,glioma,Training,823a2c1494b8d622432720a60bdf8291,val
data/Training/glioma/Tr-gl_2.jpg,glioma,Training,d1addeaffa72f328d83313c8de992dec,train
data/Training/glioma/Tr-gl_974.jpg,glioma,Training,d2cb9462cb1965d9272660b816aec343,train
data/Training/glioma/Tr-gl_478.jpg,glioma,Training,542987abaa56f76fe135de0789c31e48,train
data/Training/glioma/Tr-gl_1226.jpg,glioma,Training,153499cf7c35ede8f764f12f086e6336,train
data/Training/glioma/Tr-gl_929.jpg,glioma,Training,45da140839d9a99445bbc6297e9e398b,train
data/Training/glioma/Tr-gl_86.jpg,glioma,Training,c3589296dfabbccc3cc1b629a9277160,train
data/Training/glioma/Tr-gl_1252.jpg,glioma,Training,f7a6c829875ea6a5ec56e39f1e8dcb3f,test
data/Training/glioma/Tr-gl_560.jpg,glioma,Training,93e91e2d2a26c38d7179672caf3e16e9,train
data/Training/glioma/Tr-gl_385.jpg,glioma,Training,5ff632fa64209712da7b1f99bf0b16ae,test
data/Training/glioma/Tr-gl_771.jpg,glioma,Training,759df33be6135881eb3f4c5ed44764eb,val
data/Training/glioma/Tr-gl_3.jpg,glioma,Training,ea97acad8061a02613a60424a7440efa,train
data/Training/glioma/Tr-gl_218.jpg,glioma,Training,2bf456b556f685d114328dab7fc5a1da,train
data/Training/glioma/Tr-gl_789.jpg,glioma,Training,0f4951fff76e16356ab414e791d543b3,val
data/Training/glioma/Tr-gl_459.jpg,glioma,Training,b12c9fac78717704fe4c12ca9eb84faa,train
data/Training/glioma/Tr-gl_31.jpg,glioma,Training,639df0951433f6e6c9e8457de07c3305,train
data/Training/glioma/Tr-gl_1166.jpg,glioma,Training,65cb540db04b594c5d2036e9a0ec1da8,train
data/Training/glioma/Tr-gl_1230.jpg,glioma,Training,0def0cedf3ac4eca6de916cd3db7a374,train
data/Training/glioma/Tr-gl_91.jpg,glioma,Training,27c25034437bb37d4ebbf9b47ea23e1a,train
data/Training/glioma/Tr-gl_330.jpg,glioma,Training,d1086641843d874e55d4ae8833ee69cd,train
data/Training/glioma/Tr-gl_1101.jpg,glioma,Training,3f83baa0fda78bfd057fc6bba17284d0,train
data/Training/glioma/Tr-gl_116.jpg,glioma,Training,4281b03a021f288c44a936ced545b840,test
data/Training/glioma/Tr-gl_1074.jpg,glioma,Training,e06dffde343eaa3f4728c0231071873e,train
data/Training/glioma/Tr-gl_649.jpg,glioma,Training,bf2f8c4935b5374b9e64d71c3efb7c8e,train
data/Training/glioma/Tr-gl_812.jpg,glioma,Training,3165fd58402f1d476f3f7eeb08f2dcac,test
data/Training/glioma/Tr-gl_347.jpg,glioma,Training,bcbf26dd790690dc87198a7f156ecb5f,train
data/Training/glioma/Tr-gl_1384.jpg,glioma,Training,7a77d839f2d7789cd5e44c8447267c08,train
data/Training/glioma/Tr-gl_1058.jpg,glioma,Training,6f9ca5af68945c2690996119adfa32d1,train
data/Training/glioma/Tr-gl_77.jpg,glioma,Training,aed826f600d0ddb6ac1f3a6048f066c5,train
data/Training/glioma/Tr-gl_522.jpg,glioma,Training,66f361de481d8e90b6323be16f546a3b,train
data/Training/glioma/Tr-gl_602.jpg,glioma,Training,115fa6d3b895649eaa61e9f3f742acfa,train
data/Training/glioma/Tr-gl_455.jpg,glioma,Training,9b05661101b3f67bb1c91ec3c2144e29,train
data/Training/glioma/Tr-gl_1001.jpg,glioma,Training,41d9e2084b3eb0848b388e9239c17ba0,test
data/Training/glioma/Tr-gl_168.jpg,glioma,Training,3d74f885c4e90a9b3ebd3a11d84d2109,train
data/Training/glioma/Tr-gl_759.jpg,glioma,Training,0521202c9abf0e2361f8484c473943e6,train
data/Training/glioma/Tr-gl_674.jpg,glioma,Training,7a4f39b295031208e20c9362c015d8b8,test
data/Training/glioma/Tr-gl_713.jpg,glioma,Training,3bae9562b51d795c89ce929089fe5846,train
data/Training/glioma/Tr-gl_273.jpg,glioma,Training,c44e524cf53fac4faf57637f4fd55db6,test
data/Training/glioma/Tr-gl_1154.jpg,glioma,Training,fcf910dc73dc79af39163e5c1a59f954,train
data/Training/glioma/Tr-gl_1115.jpg,glioma,Training,8f76f6de87248914de65d2875c0db38d,val
data/Training/glioma/Tr-gl_618.jpg,glioma,Training,09493a2724e58b8f92c06e24730186f3,train
data/Training/glioma/Tr-gl_1065.jpg,glioma,Training,1cb3c7164f45e71a7b872534ea039d4c,train
data/Training/glioma/Tr-gl_1150.jpg,glioma,Training,cb258005d71a3615a5da2bb2e0c7b9a8,train
data/Training/glioma/Tr-gl_423.jpg,glioma,Training,bb605640eb5e33946ac32af7b3390355,train
data/Training/glioma/Tr-gl_265.jpg,glioma,Training,556ccc254add713472b3eefbb2357bd4,test
data/Training/glioma/Tr-gl_592.jpg,glioma,Training,dd19ea2087e82d8c03bbf953127b7a71,train
data/Training/glioma/Tr-gl_810.jpg,glioma,Training,8d64cdf7868a027a155e061abaec1f7b,val
data/Training/glioma/Tr-gl_361.jpg,glioma,Training,446179184ae62d9609f3d95de9b2f759,val
data/Training/glioma/Tr-gl_1355.jpg,glioma,Training,36059d7e66789e9e3618309ca3710916,train
data/Training/glioma/Tr-gl_92.jpg,glioma,Training,0d355c512fb25079dbe9ab160f97ae36,train
data/Training/glioma/Tr-gl_535.jpg,glioma,Training,9fdde3bbecc79cd1c55d9473a96c6308,val
data/Training/glioma/Tr-gl_505.jpg,glioma,Training,fd34b3e99ce6b4db25abb23284afb5dc,train
data/Training/glioma/Tr-gl_225.jpg,glioma,Training,443befb2d0db95584d40fcb64084ee2d,test
data/Training/glioma/Tr-gl_1393.jpg,glioma,Training,0c4bc7c0227b9b1aaca456ea7ef16772,train
data/Training/glioma/Tr-gl_16.jpg,glioma,Training,dd00fb26e6e10f907c94cc1a19c4c765,train
data/Training/glioma/Tr-gl_1128.jpg,glioma,Training,67f5082715032d03f0cc4a41e9abc0f9,test
data/Training/glioma/Tr-gl_1394.jpg,glioma,Training,18b0ed4b7c87dd4dc4ef727aff63dd3a,val
data/Training/glioma/Tr-gl_1053.jpg,glioma,Training,1aa7a239a97dd8f9d79a7a3528b27691,train
data/Training/glioma/Tr-gl_476.jpg,glioma,Training,c377b50d902ddb7d721103c7405b2733,val
data/Training/glioma/Tr-gl_633.jpg,glioma,Training,e56d467db50569c2a899bed62cddbeeb,train
data/Training/glioma/Tr-gl_710.jpg,glioma,Training,bce53b2bfee388abf2ea58d70d1e1ace,train
data/Training/glioma/Tr-gl_1147.jpg,glioma,Training,8af18ac382030f4e1a749aed13452a61,train
data/Training/glioma/Tr-gl_1077.jpg,glioma,Training,0504208b6f587ad88d8db7fc56e8e2fd,train
data/Training/glioma/Tr-gl_646.jpg,glioma,Training,82b9f20d86c1b2a21506594e7ef5b0c2,test
data/Training/glioma/Tr-gl_458.jpg,glioma,Training,2104f9e1cb99d0e9c9a893b974097ca8,train
data/Training/glioma/Tr-gl_1278.jpg,glioma,Training,dd95a1b2a04fb5b508ecb65354a2a6fe,val
data/Training/glioma/Tr-gl_396.jpg,glioma,Training,f9dc49815708d859b4aadcc3704516dc,train
data/Training/glioma/Tr-gl_417.jpg,glioma,Training,320218c8740b11f8bf763595075c9cf2,val
data/Training/glioma/Tr-gl_520.jpg,glioma,Training,3052ad5f4bfbd9ad57a3110994a5bc0d,val
data/Training/glioma/Tr-gl_386.jpg,glioma,Training,0cda52f4c6c167f78326cacd34ce8974,val
data/Training/glioma/Tr-gl_158.jpg,glioma,Training,2af8ff8fae7e652f26f44d8d27d1eb99,test
data/Training/glioma/Tr-gl_111.jpg,glioma,Training,9c7275c7ed6848a7c1c27b6f574500d8,train
data/Training/glioma/Tr-gl_775.jpg,glioma,Training,554379dd45137b6e06981f80eb46874c,train
data/Training/glioma/Tr-gl_87.jpg,glioma,Training,f8b24fa12119f181b785599ec29c1726,train
data/Training/glioma/Tr-gl_1332.jpg,glioma,Training,951a6f31fd7e0e0ff7e5d4a5274fe313,test
data/Training/glioma/Tr-gl_661.jpg,glioma,Training,0564fc37bd52b5d06d0de28973b4552a,test
data/Training/glioma/Tr-gl_200.jpg,glioma,Training,ee6517ecc56bdfc791504a82bc95b836,train
data/Training/glioma/Tr-gl_1143.jpg,glioma,Training,e1270080501a1a3011da8c4524e4814b,train
data/Training/glioma/Tr-gl_1255.jpg,glioma,Training,f1263d37e12176b82ab37eea16f5f5e5,train
data/Training/glioma/Tr-gl_214.jpg,glioma,Training,c0c91ee4d826ba681ed096c843281746,train
data/Training/glioma/Tr-gl_1305.jpg,glioma,Training,1caf2d454f259af9ed2449c08714a3c5,test
data/Training/glioma/Tr-gl_1146.jpg,glioma,Training,edaad3d57c32239d429c169c38f7d699,train
data/Training/glioma/Tr-gl_140.jpg,glioma,Training,724e7331ec439982410b68c84aee5f3a,val
data/Training/glioma/Tr-gl_580.jpg,glioma,Training,4679b4470d0ae4410c51efabfdd4e1cc,train
data/Training/glioma/Tr-gl_457.jpg,glioma,Training,3ceffa1e96f56fe5841a69f99bb59c7d,train
data/Training/glioma/Tr-gl_822.jpg,glioma,Training,fe5a94e4016d3f43f89d9276b850f664,train
data/Training/glioma/Tr-gl_243.jpg,glioma,Training,b6236dc6ceb95930f2c2fe1505ade989,train
data/Training/glioma/Tr-gl_170.jpg,glioma,Training,e2d5fcf92383c9f39f6a37bae03bc6af,train
data/Training/glioma/Tr-gl_850.jpg,glioma,Training,165b63be0392414361f183c620b8f389,train
data/Training/glioma/Tr-gl_1341.jpg,glioma,Training,74c58acd1903c6104b267ae56e15cbfc,train
data/Training/glioma/Tr-gl_275.jpg,glioma,Training,f8a78ca7ff7fead06a041dd0b34c1768,train
data/Training/glioma/Tr-gl_424.jpg,glioma,Training,ad59fa0962833c09b8b2de817b495650,val
data/Training/glioma/Tr-gl_267.jpg,glioma,Training,7279c5d423161c71aeaed538a49c115e,train
data/Training/glioma/Tr-gl_419.jpg,glioma,Training,9529b72b41293173ae0f08ed43c27727,test
data/Training/glioma/Tr-gl_114.jpg,glioma,Training,6d8e37951d4da5b3ed9c56c414e8a784,train
data/Training/glioma/Tr-gl_1155.jpg,glioma,Training,5be586ad149a6777b14f4abad022faf7,train
data/Training/glioma/Tr-gl_955.jpg,glioma,Training,7f39c9fa0764e93a07c14511d49dbd2b,train
data/Training/glioma/Tr-gl_473.jpg,glioma,Training,244ab63d9b25cd61543e196ec0527085,train
data/Training/glioma/Tr-gl_260.jpg,glioma,Training,ecb81671c0bcf33205f726cc4b1f2bbb,train
data/Training/glioma/Tr-gl_1344.jpg,glioma,Training,51ad04072e5f94ec9fee3af2f42cc9ab,train
data/Training/glioma/Tr-gl_307.jpg,glioma,Training,a435d401bf01748ce5406e7b25037f29,train
data/Training/glioma/Tr-gl_1299.jpg,glioma,Training,4fbc7e2f019aed6376623be142cb0647,test
data/Training/glioma/Tr-gl_137.jpg,glioma,Training,9863c2b2c53058d4c621a97b5988e934,train
data/Training/glioma/Tr-gl_638.jpg,glioma,Training,9c4c6059b63700b713fcb27194250940,test
data/Training/glioma/Tr-gl_891.jpg,glioma,Training,1f7fea5d44a7eff0525c58eac38e3350,train
data/Training/glioma/Tr-gl_238.jpg,glioma,Training,d598ba44b824538a50ffb5d189cb6848,train
data/Training/glioma/Tr-gl_1036.jpg,glioma,Training,6d5f60d8603024d508baacc864dea41a,train
data/Training/glioma/Tr-gl_159.jpg,glioma,Training,bfaea9f848c09324e86fe63bd28624ba,val
